title;num_pages;isbn;year_edition
THE JOURNAL OF A TOUR TO CORSICA;0;9781107502192;0
AHKABAL-NA 2100. CUARTA PARTE;0;9781463351168;0
NARRATIVE OF AN EXPEDITION TO EXPLORE THE RIVER ZAIRE, USUALLY CALLED THE CONGO, IN SOUTH AFRICA, IN 1816;0;9781108050517;0
THE THREE VOYAGES OF CAPTAIN JAMES COOK ROUND THE WORLD - VOLUME             7;0;9781108084819;0
A VOYAGE TOWARDS THE SOUTH POLE;0;9781108041584;0
NARRATIVE OF A JOURNEY INTO PERSIA, IN THE SUITE OF THE IMPERIAL RUSSIAN EMBASSY, IN THE YEAR 1817;0;9781108045391;0
A   VOYAGE OF DISCOVERY, INTO THE SOUTH SEA AND BEERINGS STRAITS, FOR THE PURPOSE OF EXPLORING A NORTH-EAST PASSAGE;0;9781108057592;0
THE HISTORY OF KAMTSCHATKA, AND THE KURILSKI ISLANDS, WITH THE             COUNTRIES ADJACENT;0;9781108075428;0
A WINTER IN NORTH CHINA;0;9781108013826;0
NARRATIVE OF THE DISCOVERIES ON THE NORTH COAST OF AMERICA;0;9781108041362;0
TRAVELS IN SICILY, GREECE AND ALBANIA - VOLUME             2;0;9781108077583;0
AMERICAN SCENERY;0;9781108003339;0
A   VOYAGE OF DISCOVERY, INTO THE SOUTH SEA AND BEERINGS STRAITS, FOR THE PURPOSE OF EXPLORING A NORTH-EAST PASSAGE;0;9781108057585;0
TRAVELS IN GERMANY AND RUSSIA;0;9781108045186;0
LINLITHGOWSHIRE;0;9781107684874;0
A VOYAGE TO HUDSONS BAY DURING THE SUMMER OF 1812;0;9781108071505;0
THE JOURNAL OF A MISSION TO THE INTERIOR OF AFRICA, IN THE YEAR             1805;0;9781108027670;0
THE NEOLITHIC CULTURES OF THE BRITISH ISLES;0;9780521105026;0
MEN AND MANNERS IN AMERICA;0;9781108002783;0
DISCREPANT ENGAGEMENT;0;9780521444538;0
MEN AND MANNERS IN AMERICA;0;9781108002752;0
MALUCO, LA NOVELA DE LOS DESCUBRIDORES;0;9789871136513;0
A TOUR IN SCOTLAND, AND VOYAGE TO THE HEBRIDES, 1772;0;9781108075411;0
WESTERN HIMALAYA AND TIBET;0;9781108046008;0
INDO-PERSIAN TRAVELS IN THE AGE OF DISCOVERIES, 1400-1800;0;9780521780414;0
TRAVELS IN THE INTERIOR DISTRICTS OF AFRICA;0;9781108025973;0
ROUGHING IT IN THE BUSH;0;9781108033619;0
ROUGHING IT IN THE BUSH;0;9781108033626;0
A   DESCRIPTION OF PATAGONIA, AND THE ADJOINING PARTS OF SOUTH AMERICA;0;9781108060547;0
LETTERS ON ICELAND;0;9781108031899;0
ACCOUNT OF THE KINGDOM OF CAUBUL, AND ITS DEPENDENCIES IN PERSIA, TARTARY, AND INDIA;0;9781108036719;0
DISCREPANT ENGAGEMENT;0;9780521109994;0
A   VOYAGE OF DISCOVERY, INTO THE SOUTH SEA AND BEERINGS STRAITS, FOR THE PURPOSE OF EXPLORING A NORTH-EAST PASSAGE;0;9781108057578;0
ITINERARY OF THE MOREA;0;9781108050814;0
CIVILIZED AMERICA - VOLUME 1;0;9781108033237;0
CIVILIZED AMERICA - VOLUME 2;0;9781108033244;0
A TOUR IN SCOTLAND MDCCLXIX;0;9781108073622;0
INDO-PERSIAN TRAVELS IN THE AGE OF DISCOVERIES 1400-1800;0;9780521129558;0
EAST LOTHIAN;0;9781107637931;0
RUSSIAN SETTLEMENT IN THE NORTH;0;9780521148108;0
NARRATIVE OF A SECOND VOYAGE IN SEARCH OF A NORTH-WEST PASSAGE - VOLUME 1;0;9781108050203;0
SIRENA EN DO MENOR;0;9781506515342;0
MATRIX DEVELADO;0;9781412092838;0
MEMOIRS OF LIEUTENANT JOSEPH REN BELLOT, WITH HIS JOURNAL OF A VOYAGE IN THE POLAR SEAS IN SEARCH OF SIR JOHN FRANKLIN;0;9781108050050;0
LIFE OF ALEXANDER VON HUMBOLDT;0;9781108041751;0
ROYALTY IN THE NEW WORLD;0;9781108002981;0
A VOYAGE ROUND THE WORLD, PERFORMED BY ORDER OF HIS MOST CHRISTIAN MAJESTY, IN THE YEARS 1766-1769;0;9781108031875;0
OBSERVATIONS MADE DURING A VOYAGE ROUND THE WORLD;0;9781108031882;0
ARGUMENTS OF AUGUSTAN WIT;0;9780521044554;0
A   VOYAGE ROUND THE WORLD, IN THE YEARS 1800, 1801, 1802, 1803, AND 1804;0;9781108053983;0
PYRAMIDS AND PROGRESS;0;9781108081986;0
THE TRAVELS OF LUDOVICO DI VARTHEMA IN EGYPT, SYRIA, ARABIA DESERTA AND ARABIA FELIX, IN PERSIA, INDIA, AND ETHIOPA, A.D. 1503 TO 1508;0;9781108010764;0
JOURNAL OF CAPTAIN COOKS LAST VOYAGE TO THE PACIFIC OCEAN, ON DISCOVERY;0;9781108071819;0
A VOYAGE INTO THE LEVANT;0;9781108075220;0
MEMOIRS OF LIEUTENANT JOSEPH REN BELLOT, WITH HIS JOURNAL OF A VOYAGE IN THE POLAR SEAS IN SEARCH OF SIR JOHN FRANKLIN;0;9781108050043;0
A VISIT TO THE UNITED STATES IN 1841;0;9781108003032;0
CROZETS VOYAGE TO TASMANIA, NEW ZEALAND, THE LADRONE ISLANDS, AND             THE PHILIPPINES IN THE YEARS 1771-1772;0;9781108030885;0
APPENDIX TO THE NARRATIVE OF A SECOND VOYAGE IN SEARCH OF A NORTH-WEST PASSAGE;0;9781108050210;0
NARRATIVE OF A MISSION TO BOKHARA, IN THE YEARS 1843 1845;0;9781108069250;0
LIFE OF ALEXANDER VON HUMBOLDT - VOLUME 2;0;9781108041768;0
THE GERMAN ARCTIC EXPEDITION OF 1869 70;0;9781108074865;0
SIRENA EN DO MENOR;0;9781506515328;0
ARCTIC SEARCHING EXPEDITION - VOLUME 2;0;9781108057691;0
REAR ADMIRAL SIR JOHN FRANKLIN;0;9781108049788;0
NARRATIVE OF THE CIRCUMNAVIGATION OF THE GLOBE BY THE AUSTRIAN FRIGATE NOVARA;0;9781108059763;0
NARRATIVE OF THE CIRCUMNAVIGATION OF THE GLOBE BY THE AUSTRIAN FRIGATE NOVARA;0;9781108059756;0
NARRATIVE OF THE CIRCUMNAVIGATION OF THE GLOBE BY THE AUSTRIAN FRIGATE NOVARA;0;9781108059770;0
ARCTIC SEARCHING EXPEDITION - VOLUME 1;0;9781108057684;0
JOURNAL OF A TOUR IN MAROCCO AND THE GREAT ATLAS;0;9781108077651;0
AMONG THE HIMALAYAS;0;9781108081634;0
TRAVELS THROUGH NORWAY AND LAPLAND DURING THE YEARS 1806, 1807, AND 1808;0;9781108028813;0
CARMILLA;0;9780809510832;0
NARRATIVE OF A MISSION TO BOKHARA, IN THE YEARS 1843 1845;0;9781108069243;0
ACCOUNT OF A VOYAGE OF DISCOVERY TO THE WEST COAST OF COREA, AND THE             GREAT LOO-CHOO ISLAND;0;9781108080422;0
FIRST ON THE ANTARCTIC CONTINENT;0;9781108071888;0
TRAVEL IN THE FIRST CENTURY AFTER CHRIST;0;9781107635487;0
MIRABILIA DESCRIPTA;0;9781108010573;0
TRAVELS IN NORTH AMERICA, IN THE YEARS 1827 AND 1828 - VOLUME             1;0;9781108032834;0
NOTES ON THE LATE EXPEDITION AGAINST THE RUSSIAN SETTLEMENTS IN EASTERN SIBERIA;0;9781108066853;0
UNDER THE EMBER STAR;0;9781434444530;0
THE TEACHING OF GEOGRAPHY;0;9781107623163;0
MARLAKH. EL ESPEJO DE NIMUE;0;9788417467623;0
LA BATALLA POR LA LUZ;0;9781946973344;0
MICHELLE Y CRITANA I;0;9788417467739;0
LA BESTIA DEL CAOS;0;9788494912634;0
VESSA SI CAU;0;9788492789542;0
HISTORY OF RASSELAS, PRINCE OF ABYSSINIA;0;9788415499848;0
DAISY MILLER;0;9788415499831;0
CHISTES DE LEPE;160;9788415089315;0
CALLEJEROS DE CIUDADES MEDIAS. PLANO URBANO DE MEDINA-SIDONIA (CDIZ) ESCALA 1:5.000;0;9788480954129;0
HARRY POTTER PACK DE 3 LIBRETAS GRYFFINDOR;0;9788418510113;0
GNESIS;24;9788494186745;0
A NARRATIVE OF FOUR VOYAGES;0;9781108070805;0
THROUGH ENGLAND ON A SIDE SADDLE;0;9781108021753;0
TRAVELS IN NORTH AMERICA, IN THE YEARS 1827 AND 1828 - VOLUME             2;0;9781108032841;0
THE ALCHEMIST;0;9781316612484;0
UNKNOWN MEXICO - VOLUME 2;0;9781108033596;0
TRAVELS IN NORTH AMERICA, IN THE YEARS 1827 AND 1828 - VOLUME             3;0;9781108032858;0
UNKNOWN MEXICO - VOLUME 1;0;9781108033589;0
A VOYAGE TO THE ISLE OF FRANCE, THE ISLE OF BOURBON, AND THE CAPE OF GOOD HOPE;0;9781108068895;0
BIGGER IS BETTER;0;9781451699616;0
BERWICKSHIRE AND ROXBURGHSHIRE;0;9781107623873;0
THE HISTORY OF MARITIME AND INLAND DISCOVERY;0;9781108011679;0
RESEARCHES IN ASIA MINOR, PONTUS, AND ARMENIA - VOLUME 2;0;9781108042260;0
THE ALPS FROM END TO END;0;9781108054782;0
THE VOYAGE OF THE PRINCE ALBERT IN SEARCH OF SIR JOHN FRANKLIN;0;9781108019668;0
INTEGRATION OF GEOGRAPHIC INFORMATION SYSTEMS AND REMOTE SENSING;0;9780521158800;0
A HISTORICAL AND DESCRIPTIVE NARRATIVE OF TWENTY YEARS RESIDENCE IN SOUTH AMERICA;0;9781108033640;0
A HISTORICAL AND DESCRIPTIVE NARRATIVE OF TWENTY YEARS RESIDENCE IN SOUTH AMERICA - VOLUME 2;0;9781108033657;0
A HISTORICAL AND DESCRIPTIVE NARRATIVE OF TWENTY YEARS RESIDENCE IN SOUTH AMERICA - VOLUME 3;0;9781108033664;0
PIONEERING ON THE CONGO - VOLUME 1;0;9781108031950;0
HISTORY OF MERCHANT SHIPPING AND ANCIENT COMMERCE - VOLUME 3;0;9781108057646;0
A NEW AND ACCURATE DESCRIPTION OF THE COAST OF GUINEA;0;9781108031257;0
WILLIAM COTTON OSWELL, HUNTER AND EXPLORER;0;9781108032117;0
TRAVELS AND RESEARCHES IN ASIA MINOR, MESOPOTAMIA, CHALDEA, AND ARMENIA;0;9781108080996;0
NARRATIVE OF VOYAGES TO EXPLORE THE SHORES OF AFRICA, ARABIA, AND MADAGASCAR;0;9781108050630;0
DIARY OF WILLIAM HEDGES, ESQ.;0;9781108010924;0
ROSS AND CROMARTY;0;9781107685345;0
AN ACCOUNT OF THE ARCTIC REGIONS - VOLUME 2;0;9781108037792;0
LAND OF THE DRAGON;0;9781108013819;0
GREAT BRITAIN;0;9781107626539;0
GEOGRAPHY MATTERS!;0;9780521268875;0
LEINSTER;0;9781107511392;0
PIONEERING ON THE CONGO - VOLUME 2;0;9781108031967;0
DISCOVERING MONARO;0;9780521104937;0
A NARRATIVE OF THE EXPEDITION TO BOTANY BAY;0;9781108061681;0
JOURNAL OF A VOYAGE FOR THE DISCOVERY OF A NORTH-WEST PASSAGE FROM THE ATLANTIC TO THE PACIFIC;0;9781108041355;0
A VOYAGE UP THE RIVER AMAZON;0;9781108011969;0
A SHORT NARRATIVE OF THE SECOND VOYAGE OF THE PRINCE ALBERT, IN SEARCH OF SIR JOHN FRANKLIN;0;9781108019651;0
THE VOYAGES OF SIR JAMES LANCASTER, KT., TO THE EAST             INDIES;0;9781108011471;0
THE FOREIGNER IN FAR CATHAY;0;9781108014687;0
TRAVELS AND RESEARCHES IN ASIA MINOR, MESOPOTAMIA, CHALDEA, AND ARMENIA;0;9781108080989;0
THE GREAT LONE LAND;0;9781108071024;0
RESEARCHES IN ASIA MINOR, PONTUS, AND ARMENIA - VOLUME 1;0;9781108042253;0
NARRATIVE OF A JOURNEY FROM LIMA TO PARA, ACROSS THE ANDES AND DOWN THE AMAZON;0;9781108033794;0
THE CAMBRIDGE GAZETTEER OF THE USA AND CANADA;0;9781107402577;0
GEOGRAPHY MATTERS!;0;9780521317085;0
THE CAMBRIDGE SOCIAL HISTORY OF BRITAIN, 1750 1950;0;9780521438155;0
HENRY HUDSON THE NAVIGATOR;0;9781108010481;0
TRAVELS IN UPPER AND LOWER EGYPT - VOLUME 2;0;9781108080217;0
HISTORY OF MERCHANT SHIPPING AND ANCIENT COMMERCE - VOLUME 2;0;9781108057639;0
TROY;0;9781108078092;0
FOUNDED UPON THE SEAS;0;9781108013420;0
KIRKCUDBRIGHTSHIRE AND WIGTOWNSHIRE;0;9781107675995;0
AN ACCOUNT OF THE ARCTIC REGIONS - VOLUME 1;0;9781108037785;0
THREE YEARS IN EUROPE;0;9781108075626;0
A JOURNAL OF THE FIRST VOYAGE OF VASCO DA GAMA, 1497 1499;0;9781108012966;0
ULSTER;0;9781107511422;0
A YEARS RESIDENCE IN THE UNITED STATES OF AMERICA;0;9781108032704;0
WILLIAM COTTON OSWELL, HUNTER AND EXPLORER;0;9781108032124;0
NARRATIVE OF FOUR JOURNEYS INTO THE COUNTRY OF THE HOTTENTOTS, AND CAFFRARIA;0;9781108050524;0
THE CAMBRIDGE SOCIAL HISTORY OF BRITAIN, 1750 1950;0;9780521438148;0
BANFFSHIRE;0;9781107614949;0
STIRLINGSHIRE;0;9781107671621;0
HISTORY OF MERCHANT SHIPPING AND ANCIENT COMMERCE - VOLUME 4;0;9781108057653;0
HISTORY OF MERCHANT SHIPPING AND ANCIENT COMMERCE - VOLUME 1;0;9781108057622;0
THE HISTORY OF MARITIME AND INLAND DISCOVERY;0;9781108013413;0
PELOPONNESUS;0;9781108041966;0
OBSERVATIONS ON THE RIVER WYE, AND SEVERAL PARTS OF SOUTH WALES, &C.;0;9781108066891;0
DIARY OF WILLIAM HEDGES, ESQ. (AFTERWARDS SIR WILLIAM HEDGES), DURING HIS AGENCY IN BENGAL, AS WELL AS ON HIS VOYAGE OUT AND RETURN OVERLAND (1681 168;0;9781108010900;0
JOURNAL OF A TOUR IN ICELAND, IN THE SUMMER OF 1809 - VOLUME 1;0;9781108030489;0
RELATOS INOLVIDABLES;0;9788494912627;0
TEWKESBURY;0;9788417233655;0
PANDEMIA;0;9789872299989;0
EL SENDERO A OERIA;0;9788494888922;0
SEVENTY YEARS IN ARCHAEOLOGY;0;9781108065115;0
AN  HISTORICAL DISQUISITION CONCERNING THE KNOWLEDGE WHICH THE ANCIENTS HAD OF INDIA;0;9781108046565;0
JOURNAL OF A VOYAGE TO THE NORTHERN WHALE-FISHERY;0;9781108041324;0
OBSERVATIONS UPON THE UNITED PROVINCES OF THE NETHERLANDS;0;9781107698451;0
EXPEDITIONS INTO THE VALLEY OF THE AMAZONS, 1539, 1540, 1639;0;9781108008174;0
CONNAUGHT;0;9781107511361;0
MUNSTER;0;9781107511439;0
THE DOMESDAY GEOGRAPHY OF NORTHERN ENGLAND;0;9780521088701;0
THE HISTORY OF MARITIME AND INLAND DISCOVERY;0;9781108011662;0
OBSERVATIONS ON SEVERAL PARTS OF THE COUNTIES OF CAMBRIDGE, NORFOLK, SUFFOLK, AND ESSEX;0;9781108069915;0
DIARY OF WILLIAM HEDGES, ESQ. (AFTERWARDS SIR WILLIAM HEDGES), DURING HIS AGENCY IN BENGAL, AS WELL AS ON HIS VOYAGE OUT AND RETURN OVERLAND (1681 168;0;9781108010917;0
TEN MONTHS AMONG THE TENTS OF THE TUSKI;0;9781108070836;0
JOURNAL OF A TOUR IN ICELAND, IN THE SUMMER OF 1809;0;9781108030496;0
VOYAGES OF WILLIAM BAFFIN, 1612 1622;0;9781108011556;0
THE CAMBRIDGE SOCIAL HISTORY OF BRITAIN, 1750 1950;0;9780521438162;0
GILLYBEAN IN CHINA;0;9780999693049;0
YAK BUTTER BLUES;0;9780977053605;0
EN TIERRA DE REINAS;0;9788416524822;0
ELDARYL. LA MENSAJERA DEL VIENTO;0;9788417334482;0
LAS GAFAS DEL INVENTOR;0;9781640862524;0
ESPADA DE LOS DIOSES (EDICIN EN ESPAOL);0;9781943036714;0
NO HAY LUGAR PARA LOS NGELES CADOS (EDICIN EN ESPAOL);0;9781943036707;0
LA GUERRA EN EL SIGLO VEINTE;0;9788494890802;0
HAMTUB, EL OTRO CIELO;0;9788417467432;0
THE PICTURE OF DORIAN GRAY;0;9781934169544;0
THE TRAVELS OF IBN BATTUTA;0;9781605206219;0
PROBLEMS OF PLACE-NAME STUDY;0;9781107455634;0
LETTERS WRITTEN DURING THE LATE VOYAGE OF DISCOVERY IN THE WESTERN ARCTIC SEA;0;9781108073400;0
CAMBRIDGE GEOGRAPHICAL TEXT BOOKS;0;9781107639287;0
ALONE WITH THE HAIRY AINU;0;9781108049412;0
TRAVELS OF PIETRO DELLA VALLE IN INDIA;0;9781108013543;0
ABEOKUTA AND THE CAMAROONS MOUNTAINS;0;9781108030281;0
A MISSION TO GELELE, KING OF DAHOME;0;9781108030328;0
MY LIFE AS AN EXPLORER;0;9781108071437;0
THREE YEARS WANDERINGS IN THE NORTHERN PROVINCES OF             CHINA;0;9781108045919;0
NOTES ON THE NATURAL HISTORY OF THE STRAIT OF MAGELLAN AND WEST COAST OF PATAGONIA;0;9781108041850;0
LA CASA DE LA SRA. ROSA Y EL REINO ESCONDIDO;0;9781425961671;0
LA CASA DE LA SRA. ROSA Y EL REINO ESCONDIDO;0;9781425961688;0
DESCRIPTION OF THE COASTS OF EAST AFRICA AND MALABAR;0;9781108010412;0
FIFESHIRE;0;9781107662032;0
NARRATIVE OF A SURVEY OF THE INTERTROPICAL AND WESTERN COASTS OF AUSTRALIA, PERFORMED BETWEEN THE YEARS 1818 AND 1822 - VOLUME 2;0;9781108045971;0
TRAVELS OF PIETRO DELLA VALLE IN INDIA;0;9781108014939;0
TRAVELS THROUGH CENTRAL AFRICA TO TIMBUCTOO - VOLUME 2;0;9781108061087;0
A CLASSICAL TOUR THROUGH ITALY AND SICILY;0;9781108079181;0
THE LAKE REGIONS OF CENTRAL AFRICA;0;9781108031295;0
TWO TRIPS TO GORILLA LAND AND THE CATARACTS OF THE CONGO - VOLUME             2;0;9781108031356;0
UNEXPLORED SYRIA;0;9781108052030;0
RECORDS OF CAPTAIN CLAPPERTONS LAST EXPEDITION TO AFRICA;0;9781108030427;0
THE ALBERT NYANZA, GREAT BASIN OF THE NILE, AND EXPLORATIONS OF THE             NILE SOURCES - VOLUME 2;0;9781108032049;0
AMERICAN SCENES AND CHRISTIAN SLAVERY;0;9781108003872;0
MEDIEVAL WALES;0;9780521089463;0
PERSONAL NARRATIVE OF A PILGRIMAGE TO EL-MEDINAH AND MECCAH;0;9781108041980;0
WANDERINGS IN WEST AFRICA FROM LIVERPOOL TO FERNANDO PO;0;9781108030519;0
YEDO AND PEKING;0;9781108045926;0
VOYAGES OF DISCOVERY IN THE ARCTIC AND ANTARCTIC SEAS, AND ROUND THE WORLD;0;9781108072069;0
AN AMERICAN IN ICELAND;0;9781108049726;0
VIAJES POR EUROPA, AFRICA Y NORTE AMERICA -1845/1847;0;9789872050672;0
CUENTOS DE LA HABANA ELEGANTE;0;9781934768761;0
KENNEDYS COLONIAL TRAVEL;0;9781108039918;0
FIRST FOOTSTEPS IN EAST AFRICA;0;9781108030304;0
THE THREE VOYAGES OF MARTIN FROBISHER;0;9781108010757;0
A HAND-BOOK FOR TRAVELLERS IN SPAIN, AND READERS AT HOME - VOLUME 1;0;9781108037532;0
ZANZIBAR - VOLUME 1;0;9781108031462;0
WANDERINGS IN WEST AFRICA FROM LIVERPOOL TO FERNANDO PO;0;9781108030526;0
REINDEER, DOGS, AND SNOW-SHOES;0;9781108049740;0
THE DUAB OF TURKESTAN;0;9781108010665;0
THE VOYAGE OF THE DISCOVERY;0;9781108074773;0
ADVENTURES IN MASHONALAND;0;9781108032506;0
THE ALBERT NYANZA, GREAT BASIN OF THE NILE, AND EXPLORATIONS OF THE NILE SOURCES - VOLUME 1;0;9781108032032;0
NARRATIVE OF A SURVEY OF THE INTERTROPICAL AND WESTERN COASTS OF AUSTRALIA, PERFORMED BETWEEN THE YEARS 1818 AND 1822 - VOLUME 1;0;9781108045964;0
TWO TRIPS TO GORILLA LAND AND THE CATARACTS OF THE CONGO - VOLUME             1;0;9781108031349;0
RECORDS OF CAPTAIN CLAPPERTONS LAST EXPEDITION TO AFRICA;0;9781108030434;0
THE VOYAGE OF THE DISCOVERY;0;9781108074766;0
ACROSS THE PLAINS;0;9781108003650;0
UNKNOWN WAYS;0;9781107600270;0
THE PRAIRIE TRAVELLER;0;9781108075152;0
A MISSION TO GELELE, KING OF DAHOME;0;9781108030311;0
UNEXPLORED SYRIA;0;9781108052023;0
THE SOUTH POLE;0;9781108071796;0
MEMOIRS RELATING TO EUROPEAN AND ASIATIC TURKEY;0;9781108044028;0
A FIRST YEAR IN CANTERBURY SETTLEMENT;0;9781108039383;0
THE DUTCH IN THE ARCTIC SEAS;0;9781108066501;0
AN ACCOUNT OF AN EMBASSY TO THE COURT OF THE TESHOO LAMA, IN TIBET;0;9781108061353;0
NOTES UPON RUSSIA;0;9781108008082;0
DR LIVINGSTONES CAMBRIDGE LECTURES;0;9781108008273;0
BACKGROUND TO ARCHAEOLOGY;0;9780521098083;0
NARRATIVE OF TRAVELS AND DISCOVERIES IN NORTHERN AND CENTRAL AFRICA, IN THE YEARS 1822, 1823, AND 1824;0;9781108031202;0
FORFARSHIRE;0;9781107659148;0
THE GARDEN OF ASIA;0;9781108037211;0
TRAVELS FROM VIENNA THROUGH LOWER HUNGARY;0;9781108045322;0
JOURNAL OF HMS ENTERPRISE, ON THE EXPEDITION IN SEARCH OF SIR JOHN FRANKLINS SHIPS BY BEHRING STRAIT, 1850 55;0;9781108041744;0
A   JOURNEY TO THE TEA COUNTRIES OF CHINA;0;9781108046411;0
MISSIONARY TRAVELS AND RESEARCHES IN SOUTH AFRICA;0;9781108010016;0
TRAVELS THROUGH CENTRAL AFRICA TO TIMBUCTOO - VOLUME 1;0;9781108061001;0
A HAND-BOOK FOR TRAVELLERS IN SPAIN, AND READERS AT HOME - VOLUME 2;0;9781108037549;0
THE LAKE REGIONS OF CENTRAL AFRICA - VOLUME 1;0;9781108031288;0
YO PONGO EL MUERTO;0;9788494824890;0
LAS DOS MUERTES DE EVARISTO LOPEZ;0;9788417548629;0
MEMORIAS DE LA BALLENA;0;9788417416461;0
MADLL;0;9788417416515;0
LA CIUDAD INTERIOR;0;9788417416485;0
AVENTURAS EN EL MISTERIOSO TRIANGULO DE LAS BERMUDAS;0;9788412128987;0
HISTORIA DE UNA MENTIRA;0;9788415499817;0
PUNTA CANDOR;0;9788417416355;0
MEJOR PUGIL QUE TAHUR;0;9788418148279;0
EL EXTRAÑO Y OTROS RELATOS DE TERROR;0;9788494302794;0
EL CARNAVAL DE LOS 100 AÑOS;0;9788412140385;0
ENCICLOPEDIA DE LA MITOLOGIA;0;9781683258292;0
HISTORIAS MISTERIOSAS DE LOS CELTAS;0;9781683258568;0
UN FUTURO PERFECTO;0;9788418097546;0
ABEOKUTA AND THE CAMAROONS MOUNTAINS;0;9781108030274;0
THE SOUTH POLE;0;9781108071789;0
THE DISCOVERY OF THE NORTH-WEST PASSAGE BY HMS INVESTIGATOR, 1850, 1851, 1852, 1853, 1854;0;9781108057530;0
A TOPOGRAPHICAL DICTIONARY OF ANCIENT ROME;0;9781108083249;0
PENTHOUSE OF THE GODS - A PILGRIMAGE INTO THE HEART OF TIBET AND THE SACRED CITY OF LHASA;0;9781406744279;0
LOCAL TRAVEL GUIDE TO BELARUS.;0;9789518771831;0
BUSCADORES DE LA LUZ.;0;9788418029653;0
LOS ANGELES DEL AVERNO;0;9789463868716;0
EN ESTE MUNDO Y EN EL NUESTRO;0;9788418029530;0
VIETRI SUL MARE;0;9788418029547;0
AQUELLAS OSCURAS TIERRAS DE SNOGBYRE;0;9788412169195;0
CRUEL ENIGMA;0;9788415499640;0
RUMORES DE LA ARBOLEDA;58;9786077640875;0
EL ESPEJO HORADADO;0;9781463328863;0
TORRENTE;0;9781463349578;0
LAITALE;0;9781463324339;0
EL SECRETO DE LA PRINCESA LEAH;0;9781463331764;0
EL VIAJE QUE NUNCA TERMINAMOS;0;9781463359003;0
MUERTOS QUE VIVEN;0;9781463364748;0
DE ALEBRIJES, NAHUALES Y OTROS ENCUENTROS;0;9781463381950;0
GUARDIANES;0;9781463390303;0
BLACK LEOPARD RED WOLF;0;9780735220188;0
SOMEONE WE KNOW;0;9780552177467;0
THE HONOURABLE SCHOOLBOY;0;9780241337165;0
CHISTES SIN CENSURA;0;9788415089278;0
PLANO URBANO DE RONDA;0;9788480951760;0
REA;0;9781635540239;0
EL AROMA DE VANUATU -CUATRO AÑOS DE AVENTURAS EN LOS MARES DEL SUR;0;9781906393069;0
LAS AVENTURAS DEL PR NCIPE SO ADOR;0;9781463323882;0
EL PRINCIPIO DE ROHA;0;9781463349783;0
LAS PUERTAS DE SESAMO;0;9781463350628;0
NIVIUT Y LOS EXTRATERRESTRES;0;9781463333430;0
LA CASA SIN VENTANAS;0;9781617644184;0
LOS SECRETOS AZULES;0;9781506517070;0
DESDE EL NIDO DE LA SERPIENTE;0;9781463384159;0
FRENTE AL VOLCAN;0;9781532017445;0
LA TRIBU;0;9780473321819;0
A OBEDIENTES NO HAY QUIEN NOS GANE;0;9781463343392;0
MIEDO A LO DESCONOCIDO;0;9781506500263;0
VIDA SECRETA;0;9781466930384;0
CORPORACI N CLUSTER;0;9781463318017;0
GUARDIANES;0;9781463367060;0
GUARDIANES;0;9781463367084;0
EL SOL SALE DOS VECES;0;9781463399023;0
EL FIN DE UN PRINCIPIO;0;9781506509365;0
ROHA A TRAVES DEL TIEMPO;0;9781463377878;0
GUARDIANES;0;9781463390327;0
TRAS LAS HUELLAS DE ARTHUR CONAN DOYLE - UN VIAJE ILUSTRADO POR DEVON;0;9781904312482;0
A OBEDIENTES NO HAY QUIEN NOS GANE;0;9781463343408;0
RLOG;0;9781463329891;0
EL SECRETO DE LA PRINCESA LEAH;0;9781463331771;0
CIRCINUS;0;9781463348922;0
EL VIAJE QUE NUNCA TERMINAMOS;0;9781463359010;0
ROMANCE DE LAS ROSAS. SEGUNDO LIBRO - ETERNIDAD Y OBSESION;0;9781463367893;0
DE HADAS, DUENDES Y OTRAS HIERBAS AROMATICAS;0;9781463366230;0
MANUAL DE BELLEZA BASICA;0;9781506510996;0
ENTREMUNDOS;0;9781463370206;0
DESDE EL NIDO DE LA SERPIENTE;0;9781463384142;0
UN HOMBRE DE APELLIDO ERROR;0;9781681816432;0
ANECDOTAS HISTORICAS PARA TODAS LAS OCASIONES, COLECCION LA CRITICA LITERARIA POR EL CELEBRE CRITICO LITERARIO JUAN BAUTISTA BERGUA, EDICIONES IBERICA;0;9788470839504;0
QUIEN DA LA VEZ?;0;9781463343361;0
EL FALSO UNICORNIO;0;9781463317539;0
LAS DIFERENCIAS SOCIALES QUE MATAN EL AMOR;0;9781617644146;0
SEMYAZA;0;9781506501710;0
LOS SECRETOS AZULES;0;9781506510675;0
UN RAYO DE SOL ENTRA POR LA VENTANA;0;9781496914781;0
TATUAJES EN EL IRIS;0;9781514450413;0
SIETE VISIONES DE LA GARGANTA DE OLDUVAI;0;9781612422145;0
RICARDO EL MAGO;0;9781463346768;0
LA LTIMA ECUACI N;0;9781463329969;0
LA SONADORA;0;9781475978124;0
LA PEQUEÑA ORUGA;0;9781506511702;0
EL MUNDO DE ARTHUR BENEDICT;0;9781463386375;0
UN MILLON DE AÑOS DESPUES;0;9781640863033;0
THE LORD IS MY SHEPHERD;0;9781612444024;0
ANA BEKER, AMAZONA DE LAS AMRICAS - LA EXTRAORDINARIA HAZAA DE UNA MUJER A CABALLO DESDE ARGENTINA A CANAD;0;9781906393106;0
